key,conference,id,title,program_title,authors,acceptance,themes,categories,quantity,method,caveat,matrix_scope,geometry,manifold_scope,relevance_notes,evidence,fulltext_sources,openreview_url,conference_url,proceedings_url,pdf_url,code_links,snapshot_date,training_scope,hyperparameters,training_finding,training_caveat,training_reading_rank
ICML:62152,ICML 2026,62152,A Fully First-Order Layer for Differentiable Optimization,,Zihao Zhao; Kai-Chia Mo; Shing-Hei Ho; Brandon Amos; Kai Wang,Accept (spotlight),Matrix computation,"X3: Fisher, Hessian, derivatives and implicit differentiation",Hypergradients through constrained optimization layers,Use an active-set Lagrangian proxy and first-order information instead of explicit Hessian calculations.,Approximate hypergradient oracle under stated regularity conditions.,General ML,,,Matrix computation: Use an active-set Lagrangian proxy and first-order information instead of explicit Hessian calculations.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=jJur8Fq7IK,https://icml.cc/virtual/2026/poster/62152,,https://openreview.net/pdf?id=jJur8Fq7IK,,2026-09-23,,,,,0
ICML:66543,ICML 2026,66543,A Penalty Approach For Differentiation Through Black-box Quadratic Programming Solvers,,Yuxuan Linghu; Zhiyuan Liu; Qi Deng,Accept (regular),Matrix computation,"X3: Fisher, Hessian, derivatives and implicit differentiation",Gradients through quadratic-program solutions,Implicitly differentiate a smooth penalty problem using a smaller primal-variable linear system.,Differentiates a smooth approximation rather than an arbitrary exact nonsmooth QP solution map.,General ML,,,Matrix computation: Implicitly differentiate a smooth penalty problem using a smaller primal-variable linear system.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=2jpMiRwsrL,https://icml.cc/virtual/2026/poster/66543,,https://openreview.net/pdf?id=2jpMiRwsrL,https://github.com/mmmmmmlinghu/dXPP.,2026-09-23,,,,,0
ICML:66550,ICML 2026,66550,A Sketch-and-Project Analysis of Subsampled Natural Gradient Algorithms,,Gil Goldshlager; Jiang Hu; Lin Lin,Accept (regular),Matrix computation; Optimizer,"G: Optimizer theory, benchmarks, and training dynamics; X3: Fisher, Hessian, derivatives and implicit differentiation",Subsampled natural-gradient directions,Interpret the update as sketch-and-project and analyze coupling with a squared-volume-sampling proxy.,Primarily an analysis of natural-gradient algorithms; distinguishes the proxy from practical sampling.,Theory / foundations,,,"Optimizer: Analyzes subsampled natural gradient through sketch-and-project geometry, including coupled small minibatches and SPRING momentum; focus is scientific ML. | Matrix computation: Interpret the update as sketch-and-project and analyze coupling with a squared-volume-sampling proxy.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=2iDtIht7W4,https://icml.cc/virtual/2026/poster/66550,,https://openreview.net/pdf?id=2iDtIht7W4,,2026-09-23,,,,,0
ICML:61686,ICML 2026,61686,A unified theory of feature learning in RNNs and DNNs,,Jan Bauer; Kirsten Fischer; Moritz Helias; Agostina Palmigiano,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer; T6: Feature learning, implicit bias and generalization dynamics",,,,,,,Training dynamics: Develops mean-field feature-learning theory for recurrent and feedforward networks and identifies a signal-to-noise transition in learned representations.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=nkVt0sY9HJ,https://icml.cc/virtual/2026/poster/61686,,https://openreview.net/pdf?id=nkVt0sY9HJ,,2026-09-23,Theory / controlled models,Width; feature-learning strength; weight sharing,Develops mean-field feature-learning theory for recurrent and feedforward networks and identifies a signal-to-noise transition in learned representations.,"The analysis concerns its asymptotic/Bayesian formulation, not every finite-width optimizer trajectory.",0
ICML:65451,ICML 2026,65451,Active Budget Allocation for Efficient Scaling Law Estimation via Surrogate-Guided Pruning,,Viktoria Schram; Markus Hiller; Daniel Beck; Trevor Cohn,Accept (regular),Training dynamics,"T4: Compute, data and model scaling laws",,,,,,,Training dynamics: Uses successive halving and surrogate learning curves to reduce the cost of fitting compute-loss frontiers.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=DXnLu7qu75,https://icml.cc/virtual/2026/poster/65451,,https://openreview.net/pdf?id=DXnLu7qu75,,2026-09-23,LLM training,Scaling-study compute allocation; early pruning,Uses successive halving and surrogate learning curves to reduce the cost of fitting compute-loss frontiers.,An experimental-design method; aggressive pruning can depend on surrogate accuracy.,0
ICML:61050,ICML 2026,61050,AdaGC: Enhancing LLM Pretraining Stability via Adaptive Gradient Clipping,,Guoxia Wang; Shuai Li; Congliang Chen; Jinle Zeng; Jiabin Yang; Dianhai Yu; Yanjun Ma; Li Shen,Accept (regular),Optimizer; Training dynamics,"E: Training stabilization and distributed optimization; T5: Stability, curvature and edge-of-stability dynamics; T7: Initialization, normalization, weight decay and regularization",,,,,,,Optimizer: AdaGC uses adaptive per-tensor gradient clipping to prevent gradient spikes from contaminating optimizer states during LLM pretraining. | Training dynamics: AdaGC uses adaptive per-tensor gradient clipping to prevent gradient spikes from contaminating optimizer states during LLM pretraining.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=uBYlCu8b8Z,https://icml.cc/virtual/2026/poster/61050,,https://openreview.net/pdf?id=uBYlCu8b8Z,https://github.com/PaddlePaddle/PaddleFleet,2026-09-23,LLM training,Gradient clipping; moment contamination,AdaGC uses adaptive per-tensor gradient clipping to prevent gradient spikes from contaminating optimizer states during LLM pretraining.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0
ICML:63417,ICML 2026,63417,AdaMeZO: Adam-style Zeroth-Order Optimizer for LLM Fine-tuning Without Maintaining the Moments,,Zhijie Cai; Haolong Chen; Guangxu Zhu,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,Optimizer: AdaMeZO approximates Adam-style zeroth-order adaptation without retaining full first- and second-moment tensors.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=XLc102wbnT,https://icml.cc/virtual/2026/poster/63417,,https://openreview.net/pdf?id=XLc102wbnT,,2026-09-23,,,,,0
ICML:61849,ICML 2026,61849,AdamO: A Collapse-Suppressed Optimizer for Offline RL,,Nan Qiao; Sheng Yue; Shuning Wang; Ju Ren,Accept (regular),Manifold,M4: Related constrained and geometry-aware optimization,,,,,Orthogonality correction for critic parameters,Related/supporting,"Manifold: AdamO adds a task-budgeted orthogonality correction to Adam for stable offline RL; a specialized optimizer, with no general manifold retraction established by the abstract.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=mMlt3tQ7Ot,https://icml.cc/virtual/2026/poster/61849,,https://openreview.net/pdf?id=mMlt3tQ7Ot,,2026-09-23,,,,,0
ICML:63415,ICML 2026,63415,Adaptive Batch Sizes Using Non-Euclidean Gradient Noise Scales for Stochastic Sign and Spectral Descent,,Hiroki Naganuma; Shagun Gupta; Youssef Briki; Ioannis Mitliagkas; Irina Rish; Parameswaran Raman; Hao-Jun Shi,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T2: Batch size, gradient noise and training efficiency",,,,,,,Optimizer: Derives gradient-noise scales for sign and spectral descent and uses them for adaptive batch sizing with Signum and Muon. | Training dynamics: Derives gradient-noise scales for sign and spectral descent and uses them for adaptive batch sizing with Signum and Muon.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=XMSaWRpEPS,https://icml.cc/virtual/2026/poster/63415,,https://openreview.net/pdf?id=XMSaWRpEPS,,2026-09-23,LLM training,Sign/spectral gradient noise scale; adaptive batch size,Derives gradient-noise scales for sign and spectral descent and uses them for adaptive batch sizing with Signum and Muon.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0
ICML:64813,ICML 2026,64813,Adaptive Momentum and Nonlinear Damping for Neural Network Training,,Aikaterini Karoni; Rajit Rajpal; Benedict Leimkuhler; Gabriel Stoltz,Accept (regular),Optimizer; Training dynamics,"C: General-purpose matrix, spectral, adaptive, and learned optimizers; T5: Stability, curvature and edge-of-stability dynamics; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,"Optimizer: Introduces per-parameter adaptive momentum and cubic damping variants of momentum SGD and Adam; evaluates BERT, GPT-2, and ViT. | Training dynamics: Introduces per-parameter adaptive momentum and cubic damping variants of momentum SGD and Adam; evaluates BERT, GPT-2, and ViT.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=JWWpV4StVf,https://icml.cc/virtual/2026/poster/64813,,https://openreview.net/pdf?id=JWWpV4StVf,,2026-09-23,Other deep learning,Momentum; nonlinear damping,"Introduces per-parameter adaptive momentum and cubic damping variants of momentum SGD and Adam; evaluates BERT, GPT-2, and ViT.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0
ICML:63930,ICML 2026,63930,Adaptive Preconditioners Trigger Loss Spikes in Adam,,Zhiwei Bai; Zhangchen Zhou; Jiajie Zhao; Xiaolong Li; Zhiyu li; Feiyu Xiong; Hongkang Yang; Yaoyu Zhang; Zhi-Qin John Xu,Accept (regular),Optimizer; Training dynamics,"G: Optimizer theory, benchmarks, and training dynamics; T5: Stability, curvature and edge-of-stability dynamics; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,Optimizer: Explains Adam loss spikes through failure of the second-moment preconditioner to track instantaneous squared gradients; tests include large Transformers. | Training dynamics: Explains Adam loss spikes through failure of the second-moment preconditioner to track instantaneous squared gradients; tests include large Transformers.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=STWQoscanw,https://icml.cc/virtual/2026/poster/63930,,https://openreview.net/pdf?id=STWQoscanw,,2026-09-23,LLM training,Second-moment timescale; instantaneous curvature; loss spikes,Explains Adam loss spikes through failure of the second-moment preconditioner to track instantaneous squared gradients; tests include large Transformers.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",25
ICML:64318,ICML 2026,64318,Adaptive Sharpness-Aware Minimization with a Polyak-type Step size: A Theory-Grounded Scheduler,,Dimitris Oikonomou; Nicolas Loizou,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T5: Stability, curvature and edge-of-stability dynamics",,,,,,,Training dynamics: Derives adaptive Polyak-style schedules for SAM and compares them with tuned schedules.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=On2B3By7PT,https://icml.cc/virtual/2026/poster/64318,,https://openreview.net/pdf?id=On2B3By7PT,,2026-09-23,Other deep learning,Polyak step size; SAM perturbation; stochasticity,Derives adaptive Polyak-style schedules for SAM and compares them with tuned schedules.,The strongest rates are for convex/strongly convex objectives; stochastic bounds include a residual neighborhood.,0
ICML:66022,ICML 2026,66022,AdaSplash-2: Faster Differentiable Sparse Attention,,Nuno M. T. Gonçalves; Hugo Pitorro; Vlad Niculae; Edoardo Ponti; Lei Li; Andre Martins; Marcos V. Treviso,Accept (regular),Matrix computation,"X5: Attention, state-space algebra and parallel scans",Entmax sparse-attention normalizer,"Use an on-chip score histogram to initialize root finding, then exploit zero blocks in GPU kernels.","Computes entmax attention, which differs from softmax; iteration counts depend on inputs.",Deep learning,,,"Matrix computation: Use an on-chip score histogram to initialize root finding, then exploit zero blocks in GPU kernels.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=7qpvff2gWI,https://icml.cc/virtual/2026/poster/66022,,https://openreview.net/pdf?id=7qpvff2gWI,,2026-09-23,,,,,0
ICML:64908,ICML 2026,64908,Advancing SVD-based LLM Compression via Layer-Wise Error Model Search,,Moritz Thoma; Maximilian Groezinger; Maximilian Forstenhäusler; Emad Aghajanzadeh; Manoj Rohit Vemparala; Christos Anagnostopoulos; Pierpaolo Mori; Nael Fasfous; Alexander Frickenstein; Daniel Mueller-Gritschneder; Ulf Schlichtmann,Accept (regular),Matrix computation; Optimizer,"A: KFAC / EKFAC methods, applications, and substantive evaluations; X6: Matrix and tensor methods for compression",Fisher-aware SVD factors and global rank allocation,"Use token-wise KFAC statistics to reduce rank collapse, then search ranks using a layerwise error model and integer programming.",Curvature and end-to-end error models are approximations.,Deep learning,,,"Optimizer: LLM compression: KFAC-SVD uses token-wise statistics to address rank-deficient Fisher estimates, paired with layer-wise error modeling for rank allocation. | Matrix computation: Use token-wise KFAC statistics to reduce rank collapse, then search ranks using a layerwise error model and integer programming.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=IjIgNPFuCt,https://icml.cc/virtual/2026/poster/64908,,https://openreview.net/pdf?id=IjIgNPFuCt,,2026-09-23,,,,,0
ICML:60499,ICML 2026,60499,AGZO: Activation-Guided Zeroth-Order Optimization for LLM Fine-Tuning,,Wei LIN; Yining Jiang; Qingyu Song; Qiao Xiang; Hong Xu,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,Optimizer: AGZO restricts zeroth-order perturbations to activation-informed low-rank subspaces computed during forward passes.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=zfVxpXEZti,https://icml.cc/virtual/2026/poster/60499,,https://openreview.net/pdf?id=zfVxpXEZti,,2026-09-23,,,,,0
ICML:71045,ICML 2026,71045,AI Engram: In Search of Memory Traces in Artificial Intelligence,,Jea Kwon; Dong-Kyum Kim; Jiwon Kim; Yonghyun Kim; Woong Kook; MEEYOUNG CHA,Accept (spotlight),Optimizer,"A: KFAC / EKFAC methods, applications, and substantive evaluations",,,,,,,Optimizer: Theoretical connection: relates memory-trace identification to Fisher projections and natural gradients under K-FAC plus isotropic output curvature; the estimator itself uses input statistics.,Official accepted-paper title and abstract; targeted full-text passage checked,https://arxiv.org/html/2606.14997 — Section 6: K-FAC/isotropic-curvature interpretation and its limitations Targeted check recorded in the earlier project catalog; not a complete paper review.,https://openreview.net/forum?id=QZO3oby12w,https://icml.cc/virtual/2026/oral/71045,,https://openreview.net/pdf?id=QZO3oby12w,,2026-09-23,,,,,0
ICML:61285,ICML 2026,61285,An Embarrassingly Simple Way to Optimize Orthogonal Matrices at Scale,,Adrián Javaloy; Antonio Vergari,Accept (regular),Manifold; Optimizer,"J: Adjacent numerical, architectural, and specialized training methods; M1: General manifold algorithms and convergence theory",,,,,Orthogonal matrices,Direct algorithm/theory/application,"Optimizer: POGO is a scalable, GPU-friendly optimizer for orthogonal matrices; an adjacent numerical building block, with LLM relevance not established by the abstract. | Manifold: POGO improves Landing-style optimization with adaptive optimizers and five matrix products. The abstract reports effective practical orthogonality; do not interpret this as an exact-feasibility theorem for every iterate.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=rlvnG8oKmN,https://icml.cc/virtual/2026/poster/61285,,https://openreview.net/pdf?id=rlvnG8oKmN,https://github.com/adrianjav/pogo.,2026-09-23,,,,,0
ICML:64390,ICML 2026,64390,An Exploration of Non-Euclidean Gradient Descent: Muon and its Many Variants,,Michael Crawshaw; Chirag Modi; Mingrui Liu; Robert Gower,Accept (regular),Optimizer; Training dynamics,"C: General-purpose matrix, spectral, adaptive, and learned optimizers; T7: Initialization, normalization, weight decay and regularization; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,Optimizer: Systematically varies layer norm aggregation and normalization; introduces MuonMax and Momo variants with improved hyperparameter robustness. | Training dynamics: Systematically varies layer norm aggregation and normalization; introduces MuonMax and Momo variants with improved hyperparameter robustness.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=O5xoqSmNzc,https://icml.cc/virtual/2026/poster/64390,,https://openreview.net/pdf?id=O5xoqSmNzc,,2026-09-23,LLM training,Layer-norm aggregation; update normalization; tuning robustness,Systematically varies layer norm aggregation and normalization; introduces MuonMax and Momo variants with improved hyperparameter robustness.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0
ICML:65961,ICML 2026,65961,Asymptotically Fast Clebsch-Gordan Tensor Products with Vector Spherical Harmonics,,YuQing Xie; Ameya Daigavane; Mit Kotak; Tess Smidt,Accept (regular),Matrix computation,"X7: Structured products, transforms and GPU kernels",Complete Clebsch-Gordan tensor products,Use Fourier-style convolution and vector spherical harmonics to recover interactions missing from scalar Gaunt products.,Asymptotic benefit applies to the specified complete tensor-product computation.,Deep learning,,,Matrix computation: Use Fourier-style convolution and vector spherical harmonics to recover interactions missing from scalar Gaunt products.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=8UzZ0CbPsk,https://icml.cc/virtual/2026/poster/65961,,https://openreview.net/pdf?id=8UzZ0CbPsk,,2026-09-23,,,,,0
ICML:61770,ICML 2026,61770,AutoNumerics-Zero: Automated Discovery of State-of-the-Art Mathematical Functions,,Esteban Real; Mirko Rossini; Connal de Souza; Manav Garg; Moritz Firsching; Quoc Le; Yao Chen; Akhil Verghese; Ekin Dogus Cubuk; David Park,Accept (regular),Matrix computation,X9: Related numerical primitives and computation,Finite-precision transcendental functions,Use symbolic regression to search low-operation-count arithmetic approximations.,"Scalar numerical primitives, not a matrix algorithm or an LLM optimizer.",Numerical foundations,,,Matrix computation: Use symbolic regression to search low-operation-count arithmetic approximations.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=n7F2nwPcYB,https://icml.cc/virtual/2026/poster/61770,,https://openreview.net/pdf?id=n7F2nwPcYB,,2026-09-23,,,,,0
ICML:62055,ICML 2026,62055,Balanced LoRA: Removing Parameter Invariance to Accelerate Convergence,,Valérie Castin; Kimia Nadjahi; Pierre Ablin; Gabriel Peyré,Accept (regular),Manifold; Optimizer,"I: Fine-tuning, LoRA, privacy, and specialized post-training; M2: Manifold-based LLM training and low-rank adaptation",,,,,Balanced low-rank factor manifold,Direct algorithm/theory/application,"Optimizer: BaLoRA balances low-rank factors to remove parameterization-related ill-conditioning and accelerate fine-tuning. | Manifold: BaLoRA projects factor pairs onto a balanced manifold while preserving their product, improving conditioning and adapter convergence.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=kHInw3cjCP,https://icml.cc/virtual/2026/poster/62055,,https://openreview.net/pdf?id=kHInw3cjCP,,2026-09-23,,,,,0
ICML:66301,ICML 2026,66301,Balancing Learning Rates Across Layers: Exact Two-Step Dynamics and Optimal Scaling in Linear Neural Networks,,Tianyu Pang; Vignesh Kothapalli; Shenyang Deng; Haohui Wang; Dawei Zhou; Yaoqing Yang,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T3: Width/depth scaling and hyperparameter transfer",,,,,,,Training dynamics: Derives one- and two-step linear-network dynamics showing when unequal layer rates help and when balanced rates become optimal.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=4vztmTrGhd,https://icml.cc/virtual/2026/poster/66301,,https://openreview.net/pdf?id=4vztmTrGhd,https://github.com/TDCSZ327/Layer-Balancing,2026-09-23,Theory / controlled models,Layer-wise learning rates; initialization; early training steps,Derives one- and two-step linear-network dynamics showing when unequal layer rates help and when balanced rates become optimal.,The exact/surrogate results concern early steps of two- and three-layer linear networks.,17
ICML:65735,ICML 2026,65735,BAS: Bridging Adam and SignSGD for Memory-Efficient LLM Training,,Yijie Zhou; Mingliang Zhang; Jiaqi Zhang; Xunliang Cai; Shi Pu,Accept (regular),Optimizer,D: Memory-efficient and low-precision optimizers,,,,,,,"Optimizer: BAS uses block-scaled sign updates and compressed momentum, aiming to inherit AdamW hyperparameters with much smaller optimizer states.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=Agiagru6BM,https://icml.cc/virtual/2026/poster/65735,,https://openreview.net/pdf?id=Agiagru6BM,,2026-09-23,,,,,0
ICML:61727,ICML 2026,61727,Beyond Euclidean Clipping: Overcoming Exploration Collapse in LLM RL via Riemannian Isometric Policy Optimization,,Zhicheng Cai; Xinyuan Guo; Hanlin Wu; Mingxuan Wang; Wei-Ying Ma; Ya-Qin Zhang; Hao Zhou,Accept (regular),Manifold; Optimizer,"I: Fine-tuning, LoRA, privacy, and specialized post-training; M3: Applications that explicitly optimize or solve problems on manifolds",,,,,Riemannian geometry of policy distributions,Direct algorithm/theory/application,Optimizer: RIPO uses the Riemannian geometry of policy distributions to reformulate clipping for LLM reinforcement learning and mitigate exploration collapse. | Manifold: RIPO reformulates policy clipping to obtain isometric policy updates and mitigate exploration collapse in LLM reinforcement learning; a policy-optimization application.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=nSRbKvrmsH,https://icml.cc/virtual/2026/poster/61727,,https://openreview.net/pdf?id=nSRbKvrmsH,,2026-09-23,,,,,0
ICML:64467,ICML 2026,64467,Can Muon Fine-tune Adam-Pretrained Models?,,Xingyu Qu; Peigeng Huang; Samuel Horváth,Accept (regular),Optimizer; Training dynamics,"I: Fine-tuning, LoRA, privacy, and specialized post-training; T6: Feature learning, implicit bias and generalization dynamics; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,Optimizer: Studies Adam-to-Muon optimizer mismatch during fine-tuning and how restricting update strength with LoRA mitigates it. | Training dynamics: Studies Adam-to-Muon optimizer mismatch during fine-tuning and how restricting update strength with LoRA mitigates it.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=NKKwTEYdAm,https://icml.cc/virtual/2026/poster/64467,,https://openreview.net/pdf?id=NKKwTEYdAm,https://github.com/XingyuQu/muon-finetune,2026-09-23,LLM training,Pretraining/fine-tuning optimizer mismatch; update strength,Studies Adam-to-Muon optimizer mismatch during fine-tuning and how restricting update strength with LoRA mitigates it.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0
ICML:63598,ICML 2026,63598,Causal Structure Learning for Sparse Matrix Fill-in Reduction,,Ziwei Li; Shuzi Niu; Tao Yuan; Huiyuan Li,Accept (regular),Matrix computation,"X8: Linear systems, sparse solvers and Gaussian processes",Low-fill sparse LU factorizations,Learn a matrix reordering using causal triplet structures derived from the fill-path theorem.,A learned heuristic for ordering; not an exact solution of the NP-hard minimum-fill problem.,Scientific computing,,,Matrix computation: Learn a matrix reordering using causal triplet structures derived from the fill-path theorem.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=VbMi2zFVlk,https://icml.cc/virtual/2026/poster/63598,,https://openreview.net/pdf?id=VbMi2zFVlk,,2026-09-23,,,,,0
ICML:60742,ICML 2026,60742,CGSVD: Cascaded Granular Singular Value Decomposition for Large Language Model Compression,,Yuli Chen; Shuhao Zhang; Jiale Han; Fanshen Meng; Haishen Jiang; Bo Cheng; Qiang Tong; Xiulei Liu,Accept (regular),Matrix computation,X6: Matrix and tensor methods for compression,Compressed low-rank LLM weights,Allocate ranks using inter-layer angular significance and spectral entropy; fill residual budget gaps caused by integer ranks.,Improves compression design; uses SVD rather than inventing a new SVD solver.,Deep learning,,,Matrix computation: Allocate ranks using inter-layer angular significance and spectral entropy; fill residual budget gaps caused by integer ranks.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=x23DAFnbhi,https://icml.cc/virtual/2026/poster/60742,,https://openreview.net/pdf?id=x23DAFnbhi,https://github.com/ironartisan/CGSVD,2026-09-23,,,,,0
ICML:64794,ICML 2026,64794,CLARITree: Cholesky and Lookahead Accelerations for Regression with Interpretable Piecewise Linear Trees,,Yixiao Wang; Hayden McTavish; Varun Babbar; Margo Seltzer; Cynthia Rudin,Accept (regular),Matrix computation,X9: Related numerical primitives and computation,Gram-matrix updates during linear-tree search,Reuse rank-one Cholesky updates with lookahead search to fit sparse piecewise-linear regression trees.,Classical ML application; included as a reusable numerical idea.,General ML,,,Matrix computation: Reuse rank-one Cholesky updates with lookahead search to fit sparse piecewise-linear regression trees.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=JjBozF4i2w,https://icml.cc/virtual/2026/poster/64794,,https://openreview.net/pdf?id=JjBozF4i2w,,2026-09-23,,,,,0
ICML:66419,ICML 2026,66419,CompleteP for RL: Maintaining Feature Learning When Scaling Deep Reinforcement Learning,,Adam Lee; M Ganesh Kumar; Blake Bordelon; Cengiz Pehlevan,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer",,,,,,,Training dynamics: Compares rich CompleteP and lazy NTK parameterizations for hyperparameter transfer and compute efficiency in deep RL.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=3uXAGWqCny,https://icml.cc/virtual/2026/poster/66419,,https://openreview.net/pdf?id=3uXAGWqCny,,2026-09-23,Reinforcement learning,Width/depth parameterization; learning rate; model size,Compares rich CompleteP and lazy NTK parameterizations for hyperparameter transfer and compute efficiency in deep RL.,"Evidence is from control agents with nonstationary data, rather than autoregressive pretraining.",0
ICML:64410,ICML 2026,64410,Computationally-efficient Graph Modeling with Refined Graph Random Features,,Krzysztof Choromanski; Kumar Avinava Dubey; Arijit Sehanobish; Isaac Reid,Accept (regular),Matrix computation,X4: Randomized sketching and kernel approximations,Graph kernel random features,Stitch short random walks using parallel computation and matrix multiplication while preserving unbiasedness.,Random-feature approximation of graph kernels.,General ML,,,Matrix computation: Stitch short random walks using parallel computation and matrix multiplication while preserving unbiasedness.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=NvJPE1oiKd,https://icml.cc/virtual/2026/poster/64410,,https://openreview.net/pdf?id=NvJPE1oiKd,,2026-09-23,,,,,0
ICML:66129,ICML 2026,66129,Conflicting Biases at the Edge of Stability: Norm versus Sharpness Regularization,,Maria Matveev; Vit Fojtik; Hung-Hsu Chou; Gitta Kutyniok; Johannes Maly,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T5: Stability, curvature and edge-of-stability dynamics; T6: Feature learning, implicit bias and generalization dynamics",,,,,,,"Training dynamics: Shows that learning rate trades off norm and sharpness biases, and neither alone guarantees best generalization.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=6eI4YHFyON,https://icml.cc/virtual/2026/poster/66129,,https://openreview.net/pdf?id=6eI4YHFyON,,2026-09-23,Theory / controlled models,Learning rate; parameter norm; sharpness,"Shows that learning rate trades off norm and sharpness biases, and neither alone guarantees best generalization.",The formal counterexample uses diagonal linear regression.,0
ICML:66212,ICML 2026,66212,Controlled LLM Training on Spectral Sphere,,Tian Xie; Haoming Luo; Haoyu Tang; Hu Yiwen; Jason Liu; Qingnan Ren; Yang Wang; Xin Zhao; Rui Yan; Bing Su; Chong Luo; Baining Guo,Accept (spotlight),Manifold; Optimizer,"C: General-purpose matrix, spectral, adaptive, and learned optimizers; M4: Related constrained and geometry-aware optimization",,,,,Spectral-norm sphere constraints on weights and updates,Related/supporting,"Optimizer: Spectral Sphere Optimizer (SSO) constrains both weights and updates, linking optimizer design to maximal-update parameterization; evaluates dense, MoE, and very deep LLMs. | Manifold: SSO derives constrained steepest-descent updates for stable LLM training. A spectral-norm sphere need not be a globally smooth Riemannian manifold; keep it distinct from Stiefel optimization.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=5kTn1c3vtt,https://icml.cc/virtual/2026/poster/66212,,https://openreview.net/pdf?id=5kTn1c3vtt,,2026-09-23,,,,,0
ICML:66516,ICML 2026,66516,Convergence Analysis of the Lion Optimizer in Centralized and Distributed Settings,,Wei Jiang; Mao Xu; Wenhao Yang; Yibo Wang; Zechao Li; Lijun Zhang,Accept (regular),Optimizer,"G: Optimizer theory, benchmarks, and training dynamics",,,,,,,"Optimizer: Convergence and variance-reduction theory for Lion in centralized and distributed settings, including communication-efficient sign compression.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=32NvV5zixD,https://icml.cc/virtual/2026/poster/66516,,https://openreview.net/pdf?id=32NvV5zixD,,2026-09-23,,,,,0
