key,conference,id,title,program_title,authors,acceptance,themes,categories,quantity,method,caveat,matrix_scope,geometry,manifold_scope,relevance_notes,evidence,fulltext_sources,openreview_url,conference_url,proceedings_url,pdf_url,code_links,snapshot_date,training_scope,hyperparameters,training_finding,training_caveat,training_reading_rank,year,publication_status,source_url,doi,citation_key,bibtex,bibtex_kind,bibtex_source
ICML:66276,ICML 2026,66276,Grokking Finite-Dimensional Algebra,,Pascal Jr Tikeng Notsawo; Guillaume Dumas; Guillaume Rabusseau,Accept (regular),Optimizer; Training dynamics,"G: Optimizer theory, benchmarks, and training dynamics; T6: Feature learning, implicit bias and generalization dynamics",,,,,,,Training dynamics: Studies memorization-to-generalization transitions when networks learn multiplication in finite-dimensional algebras.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=5Cvh976L09,https://icml.cc/virtual/2026/poster/66276,,https://openreview.net/pdf?id=5Cvh976L09,,2026-09-23,Theory / controlled models,Training duration; algebraic structure; implicit rank bias,Studies memorization-to-generalization transitions when networks learn multiplication in finite-dimensional algebras.,A controlled algorithmic-learning setting rather than an LLM pretraining recipe.,0,2026,Accepted,https://openreview.net/forum?id=5Cvh976L09,,ICML_66276,"@misc{ICML_66276,
  title = {{Grokking Finite-Dimensional Algebra}},
  author = {Pascal Jr Tikeng Notsawo and Guillaume Dumas and Guillaume Rabusseau},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=5Cvh976L09}
}",Generated from catalogue metadata,https://openreview.net/forum?id=5Cvh976L09
ICML:62979,ICML 2026,62979,High-Dimensional Learning Dynamics of Quantized Models with Straight-Through Estimator,,Yuma Ichikawa; Shuhei Kashiwamura; Ayaka Sakata,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T6: Feature learning, implicit bias and generalization dynamics; T7: Initialization, normalization, weight decay and regularization",,,,,,,Training dynamics: Derives high-dimensional STE dynamics and explains plateaus and sharp generalization changes induced by quantization settings.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=bI9moH3UZw,https://icml.cc/virtual/2026/poster/62979,,https://openreview.net/pdf?id=bI9moH3UZw,,2026-09-23,Theory / controlled models,Quantization range; bit width; training time,Derives high-dimensional STE dynamics and explains plateaus and sharp generalization changes induced by quantization settings.,The deterministic limit and fixed-point results concern the specified quantized model.,0,2026,Accepted,https://openreview.net/forum?id=bI9moH3UZw,,ICML_62979,"@misc{ICML_62979,
  title = {{High-Dimensional Learning Dynamics of Quantized Models with Straight-Through Estimator}},
  author = {Yuma Ichikawa and Shuhei Kashiwamura and Ayaka Sakata},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=bI9moH3UZw}
}",Generated from catalogue metadata,https://openreview.net/forum?id=bI9moH3UZw
ICML:64199,ICML 2026,64199,Hyperparameter Transfer Laws for Non-Recurrent Multi-Path Neural Networks,,Haosong Zhang; Shenxi Wu; Xingjian Ma; Shirui Bian; Yichi Zhang; Xi Chen; Wei Lin,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T3: Width/depth scaling and hyperparameter transfer",,,,,,,"Optimizer: Studies effective-depth scaling rules for learning-rate transfer across non-recurrent multi-path architectures, including Transformers. | Training dynamics: Studies effective-depth scaling rules for learning-rate transfer across non-recurrent multi-path architectures, including Transformers.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=Q2tAR1xDFQ,https://icml.cc/virtual/2026/poster/64199,,https://openreview.net/pdf?id=Q2tAR1xDFQ,,2026-09-23,LLM training,Effective depth; multipath architecture; transfer rules,"Studies effective-depth scaling rules for learning-rate transfer across non-recurrent multi-path architectures, including Transformers.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=Q2tAR1xDFQ,,ICML_64199,"@misc{ICML_64199,
  title = {{Hyperparameter Transfer Laws for Non-Recurrent Multi-Path Neural Networks}},
  author = {Haosong Zhang and Shenxi Wu and Xingjian Ma and Shirui Bian and Yichi Zhang and Xi Chen and Wei Lin},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=Q2tAR1xDFQ}
}",Generated from catalogue metadata,https://openreview.net/forum?id=Q2tAR1xDFQ
ICML:62595,ICML 2026,62595,Hyperparameter Transfer with Mixture-of-Expert Layers,,Tianze Jiang; Blake Bordelon; Cengiz Pehlevan; Boris Hanin,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer",,,,,,,"Optimizer: Parameterization and mean-field analysis for transferring hyperparameters across MoE width, depth, expert count, and expert size. | Training dynamics: Parameterization and mean-field analysis for transferring hyperparameters across MoE width, depth, expert count, and expert size.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=fD36uwJ5oV,https://icml.cc/virtual/2026/poster/62595,,https://openreview.net/pdf?id=fD36uwJ5oV,,2026-09-23,LLM training,Width; depth; expert count; expert size,"Parameterization and mean-field analysis for transferring hyperparameters across MoE width, depth, expert count, and expert size.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=fD36uwJ5oV,,ICML_62595,"@misc{ICML_62595,
  title = {{Hyperparameter Transfer with Mixture-of-Expert Layers}},
  author = {Tianze Jiang and Blake Bordelon and Cengiz Pehlevan and Boris Hanin},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=fD36uwJ5oV}
}",Generated from catalogue metadata,https://openreview.net/forum?id=fD36uwJ5oV
ICML:65580,ICML 2026,65580,Inverse Depth Scaling From Most Layers Being Similar,,Yizhou Liu; Sara Kangaslahti; Ziming Liu; Jeff Gore,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer; T4: Compute, data and model scaling laws",,,,,,,"Training dynamics: Relates inverse-depth loss scaling to repeated, similar residual layers and studies inefficient use of depth.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=CEpCpxJqAt,https://icml.cc/virtual/2026/poster/65580,,https://openreview.net/pdf?id=CEpCpxJqAt,,2026-09-23,LLM training,Depth; residual architecture; layer similarity,"Relates inverse-depth loss scaling to repeated, similar residual layers and studies inefficient use of depth.","The ensemble-averaging explanation is a proposed mechanism, not a universal proof about deep LLMs.",0,2026,Accepted,https://openreview.net/forum?id=CEpCpxJqAt,,ICML_65580,"@misc{ICML_65580,
  title = {{Inverse Depth Scaling From Most Layers Being Similar}},
  author = {Yizhou Liu and Sara Kangaslahti and Ziming Liu and Jeff Gore},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=CEpCpxJqAt}
}",Generated from catalogue metadata,https://openreview.net/forum?id=CEpCpxJqAt
ICML:60558,ICML 2026,60558,IO-Adam: Rethinking Memory-Efficient Adaptive Optimizers from Gradient Computation,,Yiting Chen; Zongwei Huo; Junchi Yan,Accept (regular),Matrix computation; Optimizer,"D: Memory-efficient and low-precision optimizers; X3: Fisher, Hessian, derivatives and implicit differentiation",Adam-like first and second moments,Track layer inputs and output gradients to estimate moments using the factorization of the weight gradient.,Moment estimation differs from exact Adam; memory-performance trade-off is empirical.,Deep learning,,,Optimizer: IO-Adam estimates moment information through layer inputs and output gradients rather than storing full parameter-wise moment tensors. | Matrix computation: Track layer inputs and output gradients to estimate moments using the factorization of the weight gradient.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=z0m3EhzhOH,https://icml.cc/virtual/2026/poster/60558,,https://openreview.net/pdf?id=z0m3EhzhOH,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=z0m3EhzhOH,,ICML_60558,"@misc{ICML_60558,
  title = {{IO-Adam: Rethinking Memory-Efficient Adaptive Optimizers from Gradient Computation}},
  author = {Yiting Chen and Zongwei Huo and Junchi Yan},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=z0m3EhzhOH}
}",Generated from catalogue metadata,https://openreview.net/forum?id=z0m3EhzhOH
ICML:63836,ICML 2026,63836,KromHC: Manifold-Constrained Hyper-Connections with Kronecker-Product Residual Matrices,,Wuyang Zhou; Yuxuan Gu; Giorgos Iacovides; Danilo Mandic,Accept (regular),Manifold; Optimizer,E: Training stabilization and distributed optimization; M4: Related constrained and geometry-aware optimization,,,,,Kronecker products of doubly stochastic factors,Related/supporting,Optimizer: KromHC uses Kronecker products of small doubly stochastic matrices to enforce hyper-connection constraints efficiently; Kronecker parameterization here is not KFAC. | Manifold: KromHC parameterizes constrained residual mixing with small factors. The Birkhoff polytope has a boundary; its use of Kronecker products is unrelated to KFAC curvature.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=TI7Q2o6EIa,https://icml.cc/virtual/2026/poster/63836,,https://openreview.net/pdf?id=TI7Q2o6EIa,https://github.com/wz1119/KromHC.,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=TI7Q2o6EIa,,ICML_63836,"@misc{ICML_63836,
  title = {{KromHC: Manifold-Constrained Hyper-Connections with Kronecker-Product Residual Matrices}},
  author = {Wuyang Zhou and Yuxuan Gu and Giorgos Iacovides and Danilo Mandic},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=TI7Q2o6EIa}
}",Generated from catalogue metadata,https://openreview.net/forum?id=TI7Q2o6EIa
ICML:62961,ICML 2026,62961,Learning a Zeroth-Order Optimizer for Fine-Tuning LLMs,,Kairun Zhang; Haoyu Li; Yanjun Zhao; Yifan Sun; Huan Zhang,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,"Optimizer: ZO-Finetuner learns reusable, model-specific perturbation strategies for memory-efficient zeroth-order LLM fine-tuning.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=bRS5iwbqlC,https://icml.cc/virtual/2026/poster/62961,,https://openreview.net/pdf?id=bRS5iwbqlC,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=bRS5iwbqlC,,ICML_62961,"@misc{ICML_62961,
  title = {{Learning a Zeroth-Order Optimizer for Fine-Tuning LLMs}},
  author = {Kairun Zhang and Haoyu Li and Yanjun Zhao and Yifan Sun and Huan Zhang},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=bRS5iwbqlC}
}",Generated from catalogue metadata,https://openreview.net/forum?id=bRS5iwbqlC
ICML:63704,ICML 2026,63704,Learning Dynamics of Zeroth-Order Optimization: A Kernel Perspective,,Zhe Li; Bicheng Ying; Zidong Liu; Haibo Yang,Accept (regular),Optimizer; Training dynamics,"F: Zeroth-order and backpropagation alternatives for LLMs; T6: Feature learning, implicit bias and generalization dynamics; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,"Optimizer: Analyzes zeroth-order learning through an empirical-NTK perspective, connecting perturbation count to kernel fidelity in LLM fine-tuning. | Training dynamics: Analyzes zeroth-order learning through an empirical-NTK perspective, connecting perturbation count to kernel fidelity in LLM fine-tuning.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=UTIylOfVUb,https://icml.cc/virtual/2026/poster/63704,,https://openreview.net/pdf?id=UTIylOfVUb,,2026-09-23,LLM training,Zeroth-order perturbation count; kernel fidelity,"Analyzes zeroth-order learning through an empirical-NTK perspective, connecting perturbation count to kernel fidelity in LLM fine-tuning.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=UTIylOfVUb,,ICML_63704,"@misc{ICML_63704,
  title = {{Learning Dynamics of Zeroth-Order Optimization: A Kernel Perspective}},
  author = {Zhe Li and Bicheng Ying and Zidong Liu and Haibo Yang},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=UTIylOfVUb}
}",Generated from catalogue metadata,https://openreview.net/forum?id=UTIylOfVUb
ICML:64288,ICML 2026,64288,Learning in the Fisher Subspace: A Guided Initialization for LoRA Fine-Tuning,,Zhi-Quan Feng; Ying-Jia Lin; Hung-Yu Kao,Accept (regular),Optimizer,"A: KFAC / EKFAC methods, applications, and substantive evaluations",,,,,,,Optimizer: LoRA initialization: FILet uses a K-FAC approximation to select low-Fisher-energy directions using downstream data; it is an initialization method rather than a replacement training optimizer.,Official accepted-paper title and abstract; targeted full-text passage checked,"https://arxiv.org/html/2605.01046 — Section 3.3, equations 11-13: K-FAC approximation in FILet Targeted check recorded in the earlier project catalog; not a complete paper review.",https://openreview.net/forum?id=P76Q8Pi1E9,https://icml.cc/virtual/2026/poster/64288,,https://openreview.net/pdf?id=P76Q8Pi1E9,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=P76Q8Pi1E9,,ICML_64288,"@misc{ICML_64288,
  title = {{Learning in the Fisher Subspace: A Guided Initialization for LoRA Fine-Tuning}},
  author = {Zhi-Quan Feng and Ying-Jia Lin and Hung-Yu Kao},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=P76Q8Pi1E9}
}",Generated from catalogue metadata,https://openreview.net/forum?id=P76Q8Pi1E9
ICML:60981,ICML 2026,60981,Learning Rate Annealing Improves Tuning Robustness in Stochastic Optimization,,Amit Attia; Tomer Koren,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules",,,,,,,Optimizer: Analyzes why annealing schedules improve robustness to initial learning-rate misspecification and coarse tuning grids. | Training dynamics: Analyzes why annealing schedules improve robustness to initial learning-rate misspecification and coarse tuning grids.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=usZLsN3Dnv,https://icml.cc/virtual/2026/poster/60981,,https://openreview.net/pdf?id=usZLsN3Dnv,,2026-09-23,General optimization,Annealing; initial-rate misspecification; tuning grid,Analyzes why annealing schedules improve robustness to initial learning-rate misspecification and coarse tuning grids.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=usZLsN3Dnv,,ICML_60981,"@misc{ICML_60981,
  title = {{Learning Rate Annealing Improves Tuning Robustness in Stochastic Optimization}},
  author = {Amit Attia and Tomer Koren},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=usZLsN3Dnv}
}",Generated from catalogue metadata,https://openreview.net/forum?id=usZLsN3Dnv
ICML:60938,ICML 2026,60938,Learning Rate Scaling across LoRA Ranks and Transfer to Full Finetuning,,Nan Chen; Soledad Villar; Soufiane Hayou,Accept (regular),Optimizer; Training dynamics,"I: Fine-tuning, LoRA, privacy, and specialized post-training; T1: Learning-rate selection, warm-up and schedules; T3: Width/depth scaling and hyperparameter transfer",,,,,,,Optimizer: Maximal-Update Adaptation studies learning-rate scaling across LoRA ranks and transfer from LoRA tuning to full fine-tuning. | Training dynamics: Maximal-Update Adaptation studies learning-rate scaling across LoRA ranks and transfer from LoRA tuning to full fine-tuning.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=vCAIwEJZQ6,https://icml.cc/virtual/2026/poster/60938,,https://openreview.net/pdf?id=vCAIwEJZQ6,,2026-09-23,LLM training,LoRA rank; adapter learning rate; full fine-tuning transfer,Maximal-Update Adaptation studies learning-rate scaling across LoRA ranks and transfer from LoRA tuning to full fine-tuning.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=vCAIwEJZQ6,,ICML_60938,"@misc{ICML_60938,
  title = {{Learning Rate Scaling across LoRA Ranks and Transfer to Full Finetuning}},
  author = {Nan Chen and Soledad Villar and Soufiane Hayou},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=vCAIwEJZQ6}
}",Generated from catalogue metadata,https://openreview.net/forum?id=vCAIwEJZQ6
ICML:61819,ICML 2026,61819,LiMuon: Light and Fast Muon Optimizer for Large Models,,Feihu Huang; Yuning Luo; Songcan Chen,Accept (regular),Optimizer,"C: General-purpose matrix, spectral, adaptive, and learned optimizers",,,,,,,Optimizer: LiMuon combines momentum variance reduction with randomized SVD for lower-memory matrix optimization; includes language-model and vision experiments.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=mf8N8PTUAa,https://icml.cc/virtual/2026/poster/61819,,https://openreview.net/pdf?id=mf8N8PTUAa,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=mf8N8PTUAa,,ICML_61819,"@misc{ICML_61819,
  title = {{LiMuon: Light and Fast Muon Optimizer for Large Models}},
  author = {Feihu Huang and Yuning Luo and Songcan Chen},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=mf8N8PTUAa}
}",Generated from catalogue metadata,https://openreview.net/forum?id=mf8N8PTUAa
ICML:62403,ICML 2026,62403,Lions and Muons: Optimization via Stochastic Frank-Wolfe under Heavy-Tailed Noise,,Maria-Eleni Sfyraki; Jun-Kun Wang,Accept (regular),Optimizer,"G: Optimizer theory, benchmarks, and training dynamics",,,,,,,Optimizer: Interprets Lion and Muon with weight decay through stochastic Frank-Wolfe and derives robust variants under heavy-tailed noise.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=gvroXZ0HS8,https://icml.cc/virtual/2026/poster/62403,,https://openreview.net/pdf?id=gvroXZ0HS8,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=gvroXZ0HS8,,ICML_62403,"@misc{ICML_62403,
  title = {{Lions and Muons: Optimization via Stochastic Frank-Wolfe under Heavy-Tailed Noise}},
  author = {Maria-Eleni Sfyraki and Jun-Kun Wang},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=gvroXZ0HS8}
}",Generated from catalogue metadata,https://openreview.net/forum?id=gvroXZ0HS8
ICML:64590,ICML 2026,64590,LoRA-DA: Data-Aware Initialization for Low-Rank Adaptation via Asymptotic Analysis,,Qingyue Zhang; Chang Chu; Tianren Peng; Qi Li; Xiangyang Luo; Zhihao Jiang; Shao-Lun Huang,Accept (regular),Optimizer,"I: Fine-tuning, LoRA, privacy, and specialized post-training",,,,,,,Optimizer: LoRA-DA uses an asymptotic Fisher-gradient bias/variance formulation to derive data-aware low-rank initialization.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=LvKSVUbXc9,https://icml.cc/virtual/2026/poster/64590,,https://openreview.net/pdf?id=LvKSVUbXc9,https://github.com/zqy0126/LoRA-DA.,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=LvKSVUbXc9,,ICML_64590,"@misc{ICML_64590,
  title = {{LoRA-DA: Data-Aware Initialization for Low-Rank Adaptation via Asymptotic Analysis}},
  author = {Qingyue Zhang and Chang Chu and Tianren Peng and Qi Li and Xiangyang Luo and Zhihao Jiang and Shao-Lun Huang},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=LvKSVUbXc9}
}",Generated from catalogue metadata,https://openreview.net/forum?id=LvKSVUbXc9
ICML:63818,ICML 2026,63818,LoRDO: Distributed Low-Rank Optimization with Infrequent Communication,,Andrej Jovanović; Alex Iacob; Mher Safaryan; Ionut-Vlad Modoranu; Lorenzo Sani; Shen; Xinchi Qiu; Dan Alistarh; Nicholas Lane,Accept (regular),Optimizer,E: Training stabilization and distributed optimization,,,,,,,"Optimizer: LoRDO combines low-rank optimizer states and infrequent synchronization, with full-rank corrections to avoid restricted subspace exploration.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=TTAxB2IL2y,https://icml.cc/virtual/2026/poster/63818,,https://openreview.net/pdf?id=TTAxB2IL2y,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=TTAxB2IL2y,,ICML_63818,"@misc{ICML_63818,
  title = {{LoRDO: Distributed Low-Rank Optimization with Infrequent Communication}},
  author = {Andrej Jovanović and Alex Iacob and Mher Safaryan and Ionut-Vlad Modoranu and Lorenzo Sani and Shen and Xinchi Qiu and Dan Alistarh and Nicholas Lane},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=TTAxB2IL2y}
}",Generated from catalogue metadata,https://openreview.net/forum?id=TTAxB2IL2y
ICML:64159,ICML 2026,64159,LOZO+: Provably Efficient Zeroth-Order Fine-Tuning via Greedy Low-Rank Subspace Selection,,Jinjie Fang; Chengxun Jin; Tianxing Man; Yi Chang; Bin Gu,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,Optimizer: LOZO+ selects useful low-rank perturbation subspaces greedily using loss feedback rather than relying solely on random subspaces.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=QNScXX6osL,https://icml.cc/virtual/2026/poster/64159,,https://openreview.net/pdf?id=QNScXX6osL,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=QNScXX6osL,,ICML_64159,"@misc{ICML_64159,
  title = {{LOZO+: Provably Efficient Zeroth-Order Fine-Tuning via Greedy Low-Rank Subspace Selection}},
  author = {Jinjie Fang and Chengxun Jin and Tianxing Man and Yi Chang and Bin Gu},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=QNScXX6osL}
}",Generated from catalogue metadata,https://openreview.net/forum?id=QNScXX6osL
ICML:63374,ICML 2026,63374,M+Adam: Low-Precision Training via Additive–Multiplicative Optimization,,Xiaoyuan Liang; Sebastian Loeschcke; Mads Toftrup; Anima Anandkumar,Accept (regular),Optimizer,D: Memory-efficient and low-precision optimizers,,,,,,,Optimizer: M+Adam combines additive and multiplicative updates to mitigate complementary rounding failures in low-precision LLM training.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=XgVv56Y829,https://icml.cc/virtual/2026/poster/63374,,https://openreview.net/pdf?id=XgVv56Y829,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=XgVv56Y829,,ICML_63374,"@misc{ICML_63374,
  title = {{M+Adam: Low-Precision Training via Additive–Multiplicative Optimization}},
  author = {Xiaoyuan Liang and Sebastian Loeschcke and Mads Toftrup and Anima Anandkumar},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=XgVv56Y829}
}",Generated from catalogue metadata,https://openreview.net/forum?id=XgVv56Y829
ICML:64259,ICML 2026,64259,Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units,,Jianhui Chen; Yuzhang Luo; Liangming Pan,Accept (spotlight),Optimizer,"A: KFAC / EKFAC methods, applications, and substantive evaluations",,,,,,,Optimizer: EKFAC application: uses EK-FAC influence estimates within attention-head parameter subspaces to trace the training origins of interpretable LLM units; includes joint query/key treatment.,Official accepted-paper title and abstract; targeted full-text passage checked,https://arxiv.org/html/2601.21996 — Section 3 and Appendix A.2-A.3: EK-FAC and joint Q/K subspaces Targeted check recorded in the earlier project catalog; not a complete paper review.,https://openreview.net/forum?id=PQaxfoEcRc,https://icml.cc/virtual/2026/poster/64259,,https://openreview.net/pdf?id=PQaxfoEcRc,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=PQaxfoEcRc,,ICML_64259,"@misc{ICML_64259,
  title = {{Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units}},
  author = {Jianhui Chen and Yuzhang Luo and Liangming Pan},
  year = {2026},
  note = {ICML 2026; Accept (spotlight)},
  url = {https://openreview.net/forum?id=PQaxfoEcRc}
}",Generated from catalogue metadata,https://openreview.net/forum?id=PQaxfoEcRc
ICML:64148,ICML 2026,64148,Memory Savings at What Cost? A Study of Alternatives to Backpropagation,,Kunjal Panchal; Sunav Choudhary; Yuriy Brun; Hui Guan,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,Optimizer: Compares zeroth-order and forward-mode methods against backpropagation including checkpointed baselines; important for evaluating actual memory/time trade-offs.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=QS0ZROPx8u,https://icml.cc/virtual/2026/poster/64148,,https://openreview.net/pdf?id=QS0ZROPx8u,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=QS0ZROPx8u,,ICML_64148,"@misc{ICML_64148,
  title = {{Memory Savings at What Cost? A Study of Alternatives to Backpropagation}},
  author = {Kunjal Panchal and Sunav Choudhary and Yuriy Brun and Hui Guan},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=QS0ZROPx8u}
}",Generated from catalogue metadata,https://openreview.net/forum?id=QS0ZROPx8u
ICML:61469,ICML 2026,61469,Memory-Efficient LLM Pretraining via Minimalist Optimizer Design,,Athanasios Glentis; Jiaxiang Li; Andi Han; Mingyi Hong,Accept (regular),Optimizer,D: Memory-efficient and low-precision optimizers,,,,,,,"Optimizer: SCALE uses column-wise gradient normalization and momentum only in the output layer for minimalist, memory-efficient LLM pretraining.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=prvGhNz39e,https://icml.cc/virtual/2026/poster/61469,,https://openreview.net/pdf?id=prvGhNz39e,https://github.com/OptimAI-Lab/Minimalist_LLM_Pretraining.,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=prvGhNz39e,,ICML_61469,"@misc{ICML_61469,
  title = {{Memory-Efficient LLM Pretraining via Minimalist Optimizer Design}},
  author = {Athanasios Glentis and Jiaxiang Li and Andi Han and Mingyi Hong},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=prvGhNz39e}
}",Generated from catalogue metadata,https://openreview.net/forum?id=prvGhNz39e
ICML:62187,ICML 2026,62187,Memory-Efficient LLM Training with Dynamic Sparsity: From Stability to Practical Scaling,,Qiao Xiao; Boqian Wu; Patrik Okanovic; Tomasz Sternal; Maurice Keulen; Elena Mocanu; Mykola Pechenizkiy; Decebal Constantin Mocanu; Torsten Hoefler,Accept (regular),Optimizer; Training dynamics,"E: Training stabilization and distributed optimization; T1: Learning-rate selection, warm-up and schedules; T5: Stability, curvature and edge-of-stability dynamics",,,,,,,"Optimizer: SMET addresses cold-start instability of newly regrown sparse parameters with optimizer warm-up, density-aware learning-rate scaling, and sparse state storage. | Training dynamics: SMET addresses cold-start instability of newly regrown sparse parameters with optimizer warm-up, density-aware learning-rate scaling, and sparse state storage.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=ivVPgBZewP,https://icml.cc/virtual/2026/poster/62187,,https://openreview.net/pdf?id=ivVPgBZewP,https://github.com/QiaoXiao7282/SMET.,2026-09-23,LLM training,Sparsity; regrowth; optimizer warm-up,"SMET addresses cold-start instability of newly regrown sparse parameters with optimizer warm-up, density-aware learning-rate scaling, and sparse state storage.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=ivVPgBZewP,,ICML_62187,"@misc{ICML_62187,
  title = {{Memory-Efficient LLM Training with Dynamic Sparsity: From Stability to Practical Scaling}},
  author = {Qiao Xiao and Boqian Wu and Patrik Okanovic and Tomasz Sternal and Maurice Keulen and Elena Mocanu and Mykola Pechenizkiy and Decebal Constantin Mocanu and Torsten Hoefler},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=ivVPgBZewP}
}",Generated from catalogue metadata,https://openreview.net/forum?id=ivVPgBZewP
